date	close
2015-05-28	16.67
2015-05-27	16.74
2015-05-26	16.5
2015-05-22	16.75
2015-05-21	16.73
2015-05-20	16.74
2015-05-19	16.77
2015-05-18	16.51
2015-05-15	16.35
2015-05-14	16.52
2015-05-13	16.47
2015-05-12	16.43
2015-05-11	16.49
2015-05-08	16.45
2015-05-07	16.24
2015-05-06	16.29
2015-05-05	16.35
2015-05-04	16.44
2015-05-01	16.11
2015-04-30	15.93
2015-04-29	15.98
2015-04-28	15.65
2015-04-27	15.56
2015-04-24	15.64
2015-04-23	15.69
2015-04-22	15.74
2015-04-21	15.5
2015-04-20	15.57
2015-04-17	15.56
2015-04-16	15.79
2015-04-15	15.64
2015-04-14	15.82
2015-04-13	15.8
2015-04-10	15.72
2015-04-09	15.71
2015-04-08	15.61
2015-04-07	15.46
2015-04-06	15.51
2015-04-02	15.54
2015-04-01	15.41
2015-03-31	15.39
2015-03-30	15.52
2015-03-27	15.31
2015-03-26	15.42
2015-03-25	15.41
2015-03-24	15.61
2015-03-23	15.72
2015-03-20	15.84
2015-03-19	15.61
2015-03-18	15.98
2015-03-17	16.09
2015-03-16	16.13
2015-03-13	16.09
2015-03-12	16.09
2015-03-11	16.11
2015-03-10	15.79
2015-03-09	16.17
2015-03-06	16.22
2015-03-05	16.0
2015-03-04	15.84
2015-03-03	15.99
2015-03-02	15.96009
2015-02-27	15.76072
2015-02-26	15.99
2015-02-25	16.4386
2015-02-24	16.32894
2015-02-23	16.1495
2015-02-20	16.32894
2015-02-19	16.15947
2015-02-18	16.24919
2015-02-17	16.57816
2015-02-13	16.55822
2015-02-12	16.61804
2015-02-11	16.309
2015-02-10	16.36882
2015-02-09	16.29903
2015-02-06	16.4386
2015-02-05	15.92022
2015-02-04	15.74078
2015-02-03	15.84047
2015-02-02	15.41181
