date	close
2015-05-28	22.14
2015-05-27	21.84
2015-05-26	20.73
2015-05-22	20.86
2015-05-21	20.89
2015-05-20	21.04
2015-05-19	21.04
2015-05-18	21.172
2015-05-15	21.20186
2015-05-14	21.19191
2015-05-13	20.85348
2015-05-12	20.73403
2015-05-11	20.53495
2015-05-08	20.73403
2015-05-07	22.38638
2015-05-06	21.99818
2015-05-05	21.9285
2015-05-04	22.50583
2015-05-01	22.64518
2015-04-30	22.09772
2015-04-29	22.03799
2015-04-28	22.20721
2015-04-27	22.09772
2015-04-24	21.9285
2015-04-23	22.11762
2015-04-22	22.20721
2015-04-21	21.95836
2015-04-20	21.98822
2015-04-17	22.09772
2015-04-16	22.38638
2015-04-15	22.52573
2015-04-14	22.25698
2015-04-13	22.4461
2015-04-10	22.65513
2015-04-09	22.4262
2015-04-08	21.91854
2015-04-07	21.75928
2015-04-06	21.57016
2015-04-02	20.96297
2015-04-01	20.9132
2015-03-31	20.83357
2015-03-30	21.37108
2015-03-27	21.28149
2015-03-26	20.87338
2015-03-25	20.94306
2015-03-24	22.29679
2015-03-23	22.60536
2015-03-20	23.36186
2015-03-19	23.11301
2015-03-18	22.76463
2015-03-17	23.14288
2015-03-16	22.86417
2015-03-13	22.59541
2015-03-12	22.56555
2015-03-11	22.77458
2015-03-10	22.89403
2015-03-09	22.50583
2015-03-06	22.4461
2015-03-05	22.75467
2015-03-04	22.32666
2015-03-03	22.07781
2015-03-02	22.49587
2015-02-27	21.95836
2015-02-26	22.09772
2015-02-25	22.03799
2015-02-24	22.20721
2015-02-23	21.97329
2015-02-20	22.15178
2015-02-19	21.99312
2015-02-18	21.93363
2015-02-17	22.19144
2015-02-13	22.12203
2015-02-12	22.11211
2015-02-11	20.63466
2015-02-10	20.77349
2015-02-09	20.20829
2015-02-06	20.22812
2015-02-05	20.31736
2015-02-04	19.99014
2015-02-03	19.94057
2015-02-02	19.45469
