date	close
2015-05-28	131.78
2015-05-27	132.03999
2015-05-26	129.62
2015-05-22	132.53999
2015-05-21	131.39
2015-05-20	130.06
2015-05-19	130.07001
2015-05-18	130.19
2015-05-15	128.77
2015-05-14	128.95
2015-05-13	126.01
2015-05-12	125.87
2015-05-11	126.32
2015-05-08	127.62
2015-05-07	125.26
2015-05-06	124.49
2015-05-05	125.27671
2015-05-04	128.16464
2015-05-01	128.4136
2015-04-30	124.62942
2015-04-29	128.1049
2015-04-28	130.01691
2015-04-27	132.09821
2015-04-24	129.73807
2015-04-23	129.13062
2015-04-22	128.08498
2015-04-21	126.3821
2015-04-20	127.06922
2015-04-17	124.23108
2015-04-16	125.64517
2015-04-15	126.25263
2015-04-14	125.77464
2015-04-13	126.32234
2015-04-10	126.5713
2015-04-09	126.03355
2015-04-08	125.07755
2015-04-07	125.48584
2015-04-06	126.82026
2015-04-02	124.79871
2015-04-01	123.73316
2015-03-31	123.91241
2015-03-30	125.84435
2015-03-27	122.73732
2015-03-26	123.7232
2015-03-25	122.86678
2015-03-24	126.16301
2015-03-23	126.68085
2015-03-20	125.3763
2015-03-19	126.96964
2015-03-18	127.93561
2015-03-17	126.51155
2015-03-16	124.43024
2015-03-13	123.0759
2015-03-12	123.93233
2015-03-11	121.73151
2015-03-10	123.99208
2015-03-09	126.61114
2015-03-06	126.07338
2015-03-05	125.88418
2015-03-04	128.00531
2015-03-03	128.8219
2015-03-02	128.55302
2015-02-27	127.92565
2015-02-26	129.87749
2015-02-25	128.25427
2015-02-24	131.62021
2015-02-23	132.44676
2015-02-20	128.96132
2015-02-19	127.91569
2015-02-18	128.18457
2015-02-17	127.29827
2015-02-13	126.55139
2015-02-12	125.93397
2015-02-11	124.36053
2015-02-10	121.51243
2015-02-09	119.222
2015-02-06	118.43529
2015-02-05	119.44109
2015-02-04	118.59462
2015-02-03	117.69197
2015-02-02	117.67213
