date	close
2015-05-28	49.54
2015-05-27	49.57
2015-05-26	49.42
2015-05-22	49.61
2015-05-21	49.9
2015-05-20	49.69
2015-05-19	49.55
2015-05-18	49.6
2015-05-15	49.79
2015-05-14	49.97
2015-05-13	49.73
2015-05-12	49.62
2015-05-11	49.8
2015-05-08	50.14
2015-05-07	49.73
2015-05-06	49.64
2015-05-05	50.09
2015-05-04	50.52
2015-05-01	50.41
2015-04-30	50.44
2015-04-29	50.47
2015-04-28	50.55
2015-04-27	50.08
2015-04-24	50.03
2015-04-23	50.05
2015-04-22	49.57
2015-04-21	49.17
2015-04-20	49.38
2015-04-17	48.9
2015-04-16	49.27
2015-04-15	49.39
2015-04-14	49.18
2015-04-13	49.04
2015-04-10	49.22
2015-04-09	49.01
2015-04-08	49.13
2015-04-07	48.72
2015-04-06	49.07598
2015-04-02	48.91777
2015-04-01	48.37391
2015-03-31	48.08714
2015-03-30	48.57167
2015-03-27	48.01793
2015-03-26	47.87949
2015-03-25	48.18603
2015-03-24	48.85844
2015-03-23	49.08587
2015-03-20	49.00676
2015-03-19	48.74966
2015-03-18	48.98698
2015-03-17	48.40357
2015-03-16	48.72
2015-03-13	48.2948
2015-03-12	48.18603
2015-03-11	47.14775
2015-03-10	46.97964
2015-03-09	47.69161
2015-03-06	47.75094
2015-03-05	48.37391
2015-03-04	48.52223
2015-03-03	48.99687
2015-03-02	48.91777
2015-02-27	48.89799
2015-02-26	48.81888
2015-02-25	48.65078
2015-02-24	48.67056
2015-02-23	48.22558
2015-02-20	48.42335
2015-02-19	48.36402
2015-02-18	48.39368
2015-02-17	48.631
2015-02-13	48.75956
2015-02-12	48.96721
2015-02-11	49.25397
2015-02-10	48.95732
2015-02-09	48.54201
2015-02-06	48.77933
2015-02-05	47.32574
2015-02-04	47.26641
2015-02-03	47.29607
2015-02-02	46.45556
